Proveedor,Marca,Group,Sub Grupo,Codigo Secundario,Codigo,Descripcion,Costo,Iva,PVP,% Rent,Unid.,Cant.,Und. X Cja,Cant. Emb.,Uni. Emb.,Total
N/D,DM - JAPÓN,GENERAL,GENERAL,21481-1HS2A,EL-RA-03-002,ELECTROVENTILADOR RAD NISSAN VERSA 1.6 12-19 T/M,24.07,15,55,98.7%,UNI,1,0,0,N/D,24.07
N/D,GENERAL,GENERAL,GENERAL,02-014-15-019,02-014-15-019,ELECTROVENTILADOR RAD NISSAN X-TRAIL 2015-2017,53.57143,15,90,68%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,21481-8H303,EL-RA-03-003,ELECTROVENTILADOR RAD NISSAN XTRAIL 03 -07,38.66,15,95,113.68%,UNI,0,0,0,N/D,0
N/D,YOSAI,GENERAL,GENERAL,221NS10A109,221NS10A109,ELECTROVENTILADOR RAD NISSAN XTRAIL CLASSIC T30 2.0L / 2.5L 03- 14 3 PINES ( YOSAI ),39.75,15,90,126.42%,UNI,0,0,0,N/D,0
CARZONEPARTS S A S,BEST PARTS,GENERAL,GENERAL,SHI-01-017-0002,SHI-01-017-0002,ELECTROVENTILADOR RAD SHINERAY X30/X30L 1.5 18- 4 ALETAS ( BEST PARTS ),21.69,15,50,100.45%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-014-15-016,02-014-15-016,ELECTROVENTILADOR RAD TOYOTA COROLLA 2002-2007,38.32,15,85,121.82%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-30-0159,02-001-30-0159,ELECTROVENTILADOR RADIADOR C/AC RENAULT LOGAN 1.4 1.6 06- /SANDERO 08 - /CLIO ( ALLPARTS ),34.87,15,60,72.07%,UNI,0,0,0,N/D,0
N/D,MAXFIT,GENERAL,GENERAL,02-014-04-005,02-014-04-005,ELECTROVENTILADOR RADIADOR CHEVROLET AVEO ACTIVO 05- / FAMILY / CHEVY TAXI / AVEO EMOTION 08- ( MAXFIT ),19.13,15,35,82.96%,UNI,0,0,0,N/D,0
N/D,KRC / KOREA,GENERAL,GENERAL,96536666,02-001-08-0270.,ELECTROVENTILADOR RADIADOR CHEVROLET AVEO ACTIVO 05- / FAMILY / CHEVY TAXI / EMOTION 08- ( KRC ),28,15,38,18.01%,UNI,0,0,0,N/D,0
SERVICIO DE AUTOPARTES AUTODESER S.A.,YOSAI,GENERAL,GENERAL,96536666,221CV01A209,ELECTROVENTILADOR RADIADOR CHEVROLET AVEO ACTIVO 05- / FAMILY / CHEVY TAXI / EMOTION 08- ( YOSAI ),21.84,15,35,39.35%,UNI,0,0,0,N/D,0
N/D,BM,GENERAL,GENERAL,23643188,RP-EV40,ELECTROVENTILADOR RADIADOR CHEVROLET CAPTIVA TURBO 1.5 ( BM ),42.9,15,70,63.17%,UNI,0,0,0,N/D,0
N/D,MAXFIT,GENERAL,GENERAL,02-014-04-009,02-014-04-009,ELECTROVENTILADOR RADIADOR CHEVROLET CORSA 96- 02 1.4 CPT ( MAXFIT ),22.4,15,45,100.89%,UNI,2,0,0,N/D,44.8
N/D,GENERAL,GENERAL,GENERAL,02-001-08-0484,02-001-08-0484.,ELECTROVENTILADOR RADIADOR CHEVROLET ESTEEM 99-04,28.9478,15,55,90%,UNI,2,0,0,N/D,57.9
N/D,BM,GENERAL,GENERAL,23891300,RP-EV39,ELECTROVENTILADOR RADIADOR CHEVROLET GROOVE 1.5 ( BM ),30.275,15,65,114.7%,UNI,2,0,0,N/D,60.55
CARZONEPARTS S A S,BEST PARTS,GENERAL,GENERAL,CHV-01-016-0002,CHV-01-016-0002,ELECTROVENTILADOR RADIADOR CHEVROLET N200 11- (4/ALETAS) ( BEST PARTS ),21.39,15,45,82.94%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,24509928,LBL2L3-3019,ELECTROVENTILADOR RADIADOR CHEVROLET N300 11- ( JLY ),25.01,15,45,56.46%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-014-04-002,02-014-04-002,ELECTROVENTILADOR RADIADOR CHEVROLET N300 12- 6/ALETAS ( MAXFIT ),19.81,15,45,127.16%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,26203418,26203418,ELECTROVENTILADOR RADIADOR CHEVROLET SAIL 1.5 18-,20.15,15,45,94.2%,UNI,2,0,0,N/D,40.3
N/D,GENERAL,GENERAL,GENERAL,9023973,9023973,ELECTROVENTILADOR RADIADOR CHEVROLET SAIL 12-17 KRC,36.1,15,55,52.35%,UNI,2,0,0,N/D,72.2
N/D,GENERAL,GENERAL,GENERAL,96611266,02-001-08-0384.,ELECTROVENTILADOR RADIADOR CHEVROLET SPARK 02- 05 / MATIZ 02- 05 ( KRC ),25.19,15,45,55.34%,UNI,0,0,0,N/D,0
N/D,BM,GENERAL,GENERAL,96395500BM,RP-EV2,ELECTROVENTILADOR RADIADOR CHEVROLET SPARK 06-14 SPARK LIFE 17- ( BM ),16.165,15,38,135.08%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-08-0274,02-001-08-0274,ELECTROVENTILADOR RADIADOR CHEVROLET SPARK GT 11- / CHEVROLET BEAT 19- ( KRC ),35.18,15,55,56.34%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-11-0028,02-001-11-0028,ELECTROVENTILADOR RADIADOR DAEWOO LANOS 98-02 ( PMC ),26.89,15,40,29.35%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,96181888,96181887,ELECTROVENTILADOR RADIADOR DAEWOO NUBIRA 98-00,30.41,15,45,47.98%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-56-0023,02-001-56-0023,ELECTROVENTILADOR RADIADOR DFSK GLORY 560 19-,51.99,15,80,53.88%,UNI,0,0,0,N/D,0
SERVICIO DE AUTOPARTES AUTODESER S.A.,GENERAL,GENERAL,GENERAL,1308100-FK01,221DF01A209,ELECTROVENTILADOR RADIADOR DFSK GLORY 560 20- ( YOSAI ),34.39,15,75,89.64%,UNI,1,0,0,N/D,34.39
N/D,GENUINE,GENERAL,GENERAL,1308100A-K00,1308100A-K00,ELECTROVENTILADOR RADIADOR GREAT WALL HAVAL H3 2.0 ( OEM ),65,15,80,7.02%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-16-0086,02-001-16-0086,ELECTROVENTILADOR RADIADOR GREAT WALL WINGLE 7 19,45.1739,15,80,77.09%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,ASUR35020CP,ASUR35020CP,ELECTROVENTILADOR RADIADOR GREAT WALL WINGLE 7 19-,42.6,15,70,64.32%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,25380-1R050,25380-1R050,ELECTROVENTILADOR RADIADOR HYUNDAI  ACCENT 12- 14 / RIO R 12- 14 / VELOSTER 11- C/RESERORIO C/RESTENCIA,53.5714,15,90,68%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,4134014133,4134014133.,ELECTROVENTILADOR RADIADOR HYUNDAI ACCENT 06- 11 ( CHI ),16.6811,15,35,109.82%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,25380-1E100,02-001-19-1139,ELECTROVENTILADOR RADIADOR HYUNDAI ACCENT 06- 11 ( KRC ),25.17,15,45,55.46%,UNI,1,0,0,N/D,25.17
N/D,GENERAL,GENERAL,GENERAL,25380-1E100,25380-1E100,ELECTROVENTILADOR RADIADOR HYUNDAI ACCENT 06-11 (NS/CORPAL),25.5268,15,40,56.7%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-19-1600,02-001-19-1600,ELECTROVENTILADOR RADIADOR HYUNDAI ACCENT 12-14 RIO R 12-16 VELOSTER 11,27.0957,15,55,102.98%,UNI,0,0,0,N/D,0
N/D,ALLPARTS,GENERAL,GENERAL,25386-22000,02-001-19-0047,ELECTROVENTILADOR RADIADOR HYUNDAI ACCENT 95- 99 ( ALLPARTS ),23.24,15,40,49.67%,UNI,3,0,0,N/D,69.72
N/D,ALLPARTS,GENERAL,GENERAL,25380-2500,02-001-19-0048,ELECTROVENTILADOR RADIADOR HYUNDAI ACCENT VERNA 01- 05 ( ALLPARTS ),22.28,15,40,56.12%,UNI,2,0,0,N/D,44.56
N/D,GENERAL,GENERAL,GENERAL,02-001-19-1141,02-001-19-1141,ELECTROVENTILADOR RADIADOR HYUNDAI ACCENT VERNA 01-05,24.53,15,40,63.07%,UNI,1,0,0,N/D,24.53
N/D,GENERAL,GENERAL,GENERAL,25380-25000,02-001-19-0227,ELECTROVENTILADOR RADIADOR HYUNDAI ACCENT VERNA 01-05 ( PMC ),32.02,15,45,40.54%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-19-1602,02-001-19-1602,ELECTROVENTILADOR RADIADOR HYUNDAI ATOS PRIME 01-05,25.09,15,45,79.35%,UNI,1,0,0,N/D,25.09
N/D,GENERAL,GENERAL,GENERAL,02-001-19-1117,02-001-19-1117,ELECTROVENTILADOR RADIADOR HYUNDAI ATOS PRIME SANTRO 06- ( KRC ),22.95,15,50,117.87%,UNI,1,0,0,N/D,22.95
N/D,GENERAL,GENERAL,GENERAL,02-001-19-1604,02-001-19-1604,ELECTROVENTILADOR RADIADOR HYUNDAI ELANTRA E SERIES 08-11 1.6,40.66,15,55,35.27%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-19-1606,02-001-19-1606,ELECTROVENTILADOR RADIADOR HYUNDAI ELANTRA XD 04- 07,24.36,15,55,125.78%,UNI,2,0,0,N/D,48.72
N/D,GENERAL,GENERAL,GENERAL,25380-1C160,25380-1C160,ELECTROVENTILADOR RADIADOR HYUNDAI GETZ 02- 11 C/RESISTENCIA DOBLE SOCKET ( KOREASTAR ),40.71,15,80,70.88%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-19-1143,02-001-19-1143,ELECTROVENTILADOR RADIADOR HYUNDAI GETZ 02-11 C/RESISTENCIA,33.93,15,55,62.1%,UNI,0,0,0,N/D,0
AUTOEXPRESS,BM,GENERAL,GENERAL,25380-B4000,RP-EV29,ELECTROVENTILADOR RADIADOR HYUNDAI GRAND I10 1.2 15- 22 S/RESISTENCIA 4/5P ( BM ),32.175,15,55,48.64%,UNI,2,0,0,N/D,64.35
N/D,GENERAL,GENERAL,GENERAL,02-001-19-1118ASUR,02-001-19-1118ASUR,ELECTROVENTILADOR RADIADOR HYUNDAI GRAND I10 15- 4/5P,27.6,15,55,99.28%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-19-1118,02-001-19-1118,ELECTROVENTILADOR RADIADOR HYUNDAI GRAND I10 15- C/RESISTENCIA 4/5P,32.94,15,55,66.97%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,25380-B4000,25380-B4000,ELECTROVENTILADOR RADIADOR HYUNDAI GRAND I10 15-22 4/5P,21.7391,15,50,130%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,25380-B4000,ASUR35012SP,ELECTROVENTILADOR RADIADOR HYUNDAI GRAND I10 15-22 4/5P ( SOKITA ),22.6429,15,50,120.82%,UNI,1,0,0,N/D,22.64
N/D,GENERAL,GENERAL,GENERAL,ASUR35030B,ASUR35030B,ELECTROVENTILADOR RADIADOR HYUNDAI I10 09-14,32.4,15,55,69.75%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,25380-G2000,02-001-19-1607,ELECTROVENTILADOR RADIADOR HYUNDAI IONIQ HYBRID 16- NIRO 17- 1.6 ( KRC ),46.94,15,80,48.2%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,25380-17000,02-001-19-1144,ELECTROVENTILADOR RADIADOR HYUNDAI MATRIX 02- 14 ( KRC ),28,15,45,39.75%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,25380-17000K,25380-17000K,ELECTROVENTILADOR RADIADOR HYUNDAI MATRIX 02-14,21.73913,15,45,107%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,ASUR35030H,ASUR35030H,ELECTROVENTILADOR RADIADOR HYUNDAI MATRIX 02-14,26.3,15,40,52.09%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-19-1145,02-001-19-1145,ELECTROVENTILADOR RADIADOR HYUNDAI TUCSON 05-08 SPORTAGE 05-08 SPORTAGE ACTIVO 09- PATA CORTA,36.4464,15,56.47,54.95%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,25380-2S500MB,25380-2S500MB,ELECTROVENTILADOR RADIADOR HYUNDAI TUCSON IX 11-13 SPORTAGE R 11-13,40.65,15,65,59.9%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,25380-3J200,25380-3J200,ELECTROVENTILADOR RADIADOR HYUNDAI VERACRUZ 10- 3.0 4X4/4X2 (CORPAL/HCC),65.4375,15,90,37.54%,UNI,1,0,0,N/D,65.44
N/D,GENERAL,GENERAL,GENERAL,02-001-19-2065,02-001-19-2065,ELECTROVENTILADOR RADIADOR HYUNDAI VERNA 19,30.9652,15,60,93.77%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,1308100U8510,1308100U8510,ELECTROVENTILADOR RADIADOR JAC S3 1.6 LIETUVO,45.2,15,80,53.91%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-22-1222,02-001-22-1222,ELECTROVENTILADOR RADIADOR KIA CARENS 01-02,22.77,15,45,97.63%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-22-0862,25380-A4000,ELECTROVENTILADOR RADIADOR KIA CARENS 2.0 R 12- 15 / CARENS R 16- ( HVCC ),57.22,15,100,51.97%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,25380-2F000,25380-2F000,ELECTROVENTILADOR RADIADOR KIA CERATO 04- 06 (  DOOWON ),32.52,15,75,100.55%,UNI,1,0,0,N/D,32.52
N/D,GENERAL,GENERAL,GENERAL,25380-1M120MB,RP-EV9,ELECTROVENTILADOR RADIADOR KIA CERATO FORTE 10-FORTE KOUP 10-15,26.34,15,65,146.77%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-22-1045,02-001-22-1045,ELECTROVENTILADOR RADIADOR KIA CERATO R 19,31.2087,15,60,92.25%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,25380-1Y050,25380-1Y050,ELECTROVENTILADOR RADIADOR KIA PICANTO R 12- 16 C/RESERVORIO S/ RESTENCIA,64.47,15,90,21.39%,UNI,1,0,0,N/D,64.47
N/D,GENERAL,GENERAL,GENERAL,25380-1Y050,ASUR35014CD,ELECTROVENTILADOR RADIADOR KIA PICANTO R 12-16 C/RESERVORIO ( SOKITA ),24.9643,15,48,92.27%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-22-0545,02-001-22-0545,ELECTROVENTILADOR RADIADOR KIA PICANTO R 12-16 C/RESERVORIO S/ RESTENCIA,31.85,15,55,72.68%,UNI,0,0,0,N/D,0
N/D,GENUINE,GENERAL,GENERAL,25380-G6050,25380-G6050,ELECTROVENTILADOR RADIADOR KIA PICANTO R LX / EX 17- / HYUNDAI GRAND I10 22- ( HANON ),60.1,15,90,30.22%,UNI,1,0,0,N/D,60.1
N/D,GENERAL,GENERAL,GENERAL,4136504153,4136504153,ELECTROVENTILADOR RADIADOR KIA RIO LX-EX 18- ( ISAKA ),27.7572,15,60,116.16%,UNI,1,0,0,N/D,27.76
N/D,GENERAL,GENERAL,GENERAL,02-001-22-0546,02-001-22-0546,ELECTROVENTILADOR RADIADOR KIA RIO STYLUS 03-14,34.4696,15,38,10.24%,UNI,1,0,0,N/D,34.47
N/D,GENERAL,GENERAL,GENERAL,253801G100K,25380-1G100,ELECTROVENTILADOR RADIADOR KIA RIO XCITE 06- 09 S/RESISTENCIA,37,15,55,48.65%,UNI,3,0,0,N/D,111
N/D,YOSAI,GENERAL,GENERAL,25380-0C100,221KA10C209,ELECTROVENTILADOR RADIADOR KIA RIO XCITE 06- 12 S/RESISTENCIA ( YOSAI ),18.16,15,40,91.53%,UNI,1,0,0,N/D,18.16
N/D,GENERAL,GENERAL,GENERAL,02-001-22-1225,02-001-22-1225,ELECTROVENTILADOR RADIADOR KIA SOLUTO 19- 1.4,35,15,55,57.14%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,25380-CC000,25380-CC000,ELECTROVENTILADOR RADIADOR KIA SONET 20-,55,15,85,34.39%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,25380-2K600,25380-2K600,ELECTROVENTILADOR RADIADOR KIA SOUL 10-14 KOREASTAR,45,15,60,33.33%,UNI,2,0,0,N/D,90
N/D,GENERAL,GENERAL,GENERAL,ZL04-15025B,02-001-25-0007,ELECTROVENTILADOR RADIADOR MAZDA 323 ALLEGRO 94 - 07 4 ALETAS ( KRC ),23.51,15,45,91.41%,UNI,2,0,0,N/D,47.02
N/D,KRC / KOREA,GENERAL,GENERAL,1308110-B01,02-001-54-0024,ELECTROVENTILADOR RADIADOR SHINERAY X30/X30L 19- ( KRC ),18.08,15,45,116.43%,UNI,1,0,0,N/D,18.08
N/D,GENERAL,GENERAL,GENERAL,16363-23020KRC,16363-23020KRC,ELECTROVENTILADOR RADIADOR TOYOTA COROLLA 03-07,39.35,15,60,52.48%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-37-0002,02-001-37-0002,ELECTROVENTILADOR RADIADOR VOLKSWAGEN GOLF 00-06 1.8 2.0 POLO 1.4 SKODA FABIA 00-,26.92,15,55,104.31%,UNI,1,0,0,N/D,26.92
N/D,BM,GENERAL,GENERAL,7701051448,RP-EV41,"ELECTROVENTILADOR RENAULT  LOGAN , CLIO, SANDERO, SYMBOL S/ RESISTENCIA ( BM )",27.3,15,45,64.84%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-30-0449,02-001-30-0449,ELECTROVENTILADOR RENAULT LOGAN 1.6 2.0 16 - SANDERO DUSTER CAPTUR RAD,43,15,85,97.67%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-30-0005,02-001-30-0005-RECORD,ELECTROVENTILADOR RENAULT LOGAN 1.6 8VAL 07 SANDERO/MEGANE/CLIO II S A/C RAD RECORD,41.03,15,55,34.05%,UNI,1,0,0,N/D,41.03
N/D,GENERAL,GENERAL,GENERAL,1301120-E01,02-001-56-0028,ELECTROVENTILADOR SHINERAY G01 21-,110,15,140,10.67%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-34-0010,02-001-34-0010,ELECTROVENTILADOR SUZUKI FORSA II 90-99 RAD ( TYG ),43.76,15,65,48.54%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,8929310,RP-EV30,ELECTROVENTILADOR SUZUKI S-CROSS,47.385,15,100,111.04%,UNI,2,0,0,N/D,94.77
N/D,GENERAL,GENERAL,GENERAL,02-001-35-1180,02-001-35-1180,ELECTROVENTILADOR TOYOTA COROLLA 03 07 RAD,62.87,15,87.28,38.82%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-35-0231,02-001-35-0231,ELECTROVENTILADOR TOYOTA COROLLA AE100 92 96 RAD,33.2232,15,50,50.5%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-35-1478,02-001-35-1478,ELECTROVENTILADOR TOYOTA YARIS 07 - ALLPARTS,45.21,15,65,43.77%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,ASUR350124YW,ASUR350124YW,ELECTROVENTILADOR TOYOTA YARIS 14 16,48,15,65,35.42%,UNI,2,0,0,N/D,96
N/D,GENERAL,GENERAL,GENERAL,ASUR35013QM,ASUR35013QM,ELECTROVENTILADOR TOYOTA YARIS 14/16,44,15,75,70.45%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-35-0233,02-001-35-0233,ELECTROVENTILADOR TOYOTA YARIS 99 05 RAD,53.5714,15,75,40%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,UF10,UF10,ELECTROVENTILADOR UNIVERSAL 10 PULGADAS,0,15,20,1900%,UNI,0,0,0,N/D,0
AUTOEXPRESS,BM,GENERAL,GENERAL,RP-EV47ST,RP-EV47ST,ELECTROVENTILADOR UNIVERSAL 10 PULGADAS 12V/120W ( BM ),16.25,15,25,33.78%,UNI,1,0,0,N/D,16.25
SERVICIO DE AUTOPARTES AUTODESER S.A.,YOSAI,GENERAL,GENERAL,221UN00A009,221UN00A009,ELECTROVENTILADOR UNIVERSAL 10 PULGADAS 12V/80W ( YOSAI ),8.615,15,25,190.19%,UNI,0,0,0,N/D,0
N/D,BESUTO /  JAPON,GENERAL,GENERAL,51.032.140.006,51-032-140-006,ELECTROVENTILADOR UNIVERSAL 12 PULGADAS 12V/120W ( BESUTO ),18.3217,15,25,18.65%,UNI,0,0,0,N/D,0
AUTOEXPRESS,BM,GENERAL,GENERAL,RP-EV48ST,RP-EV48ST,ELECTROVENTILADOR UNIVERSAL 12 PULGADAS 12V/120W ( BM ),16.25,15,25,33.78%,UNI,4,0,0,N/D,65
SERVICIO DE AUTOPARTES AUTODESER S.A.,YOSAI,GENERAL,GENERAL,221UN00A129,221UN00A129,ELECTROVENTILADOR UNIVERSAL 12 PULGADAS 12V/80W ( YOSAI ),10.8675,15,28,124.04%,UNI,1,0,0,N/D,10.87
N/D,BESUTO /  JAPON,GENERAL,GENERAL,51.032.140.010,51-032-140-010,ELECTROVENTILADOR UNIVERSAL 14 PULGADAS 12V/120W ( BESUTO ),5,15,28,386.96%,UNI,1,0,0,N/D,5
AUTOEXPRESS,BM,GENERAL,GENERAL,RP-EV49ST,RP-EV49ST,ELECTROVENTILADOR UNIVERSAL 14 PULGADAS 12V/120W ( BM ),16.9,15,28,44.07%,UNI,4,0,0,N/D,67.6
SERVICIO DE AUTOPARTES AUTODESER S.A.,YOSAI,GENERAL,GENERAL,221UN00A149,221UN00A149,ELECTROVENTILADOR UNIVERSAL 14 PULGADAS 12V/80W ( YOSAI ),9.71,15,30,155.84%,UNI,0,0,0,N/D,0
N/D,DM - KOREA,GENERAL,GENERAL,25380-1Y100,EL-RA-01-005,ELECTROVETILADOR RAD KIA PICANTO R 12 -15,25.68,15,70,137.03%,UNI,0,0,0,N/D,0
N/D,GENUINE,GENERAL,GENERAL,96870405,96870405,ELEVADOR DE VIDRIO CHEVROLET SAIL 1.5 18- DEL LH ( GM ),90,15,150,44.93%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,26213882,26213882,ELEVADOR DE VIDRIO CHEVROLET SAIL S3 1.5 DEL LH ( GM ),60,15,150,117.39%,UNI,1,0,0,N/D,60
N/D,GENUINE,GENERAL,GENERAL,26213877,26213877,ELEVADOR DE VIDRIO CHEVROLET SAIL S3 1.5 POS LH ( GM ),60,15,130,88.41%,UNI,2,0,0,N/D,120
N/D,GENERAL,GENERAL,GENERAL,01-001-34-0010,01-001-34-0010,ELEVADOR DE VIDRIO SUZUKI FORSA II 92 99 LH DEL,20.0893,15,40,99.11%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,01-001-34-0017,01-001-34-0017,ELEVADOR DE VIDRIO SUZUKI FORSA II 92 99 RH DEL,20.0893,15,40,99.11%,UNI,2,0,0,N/D,40.18
N/D,GENERAL,GENERAL,GENERAL,01-001-08-018,01-001-08-018,ELEVADOR VIDRIO CHEVROLET CORSA EVOLUTION 03 07 RH POS.,35.71429,15,45,26%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,01-001-08-0092,01-001-08-0092,ELEVADOR VIDRIO CHEVROLET GRAND VITARA 99 12 R DEL ELECTRICO C/MOT,41.0714,15,60,46.09%,UNI,0,0,0,N/D,0
N/D,TYG / TAIWAN,GENERAL,GENERAL,01-001-08-0023,01-001-08-0023,ELEVADOR VIDRIO CHEVROLET GRAND VITARA 99-12 LH DEL ELECTRICO C/MOT ( TYG ),40.1786,15,70,51.5%,UNI,1,0,0,N/D,40.18
N/D,GENERAL,GENERAL,GENERAL,IZR1006AR,01-001-08-0093,ELEVADOR VIDRIO CHEVROLET LUV 72- 80 DEL RH,10.12,15,20,71.85%,UNI,2,0,0,N/D,20.24
N/D,GENERAL,GENERAL,GENERAL,01-001-08-0025,01-001-08-0025,ELEVADOR VIDRIO CHEVROLET LUV 88- 92 DEL LH,15.1786,15,25,64.71%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,01-001-08-0094,01-001-08-0094,ELEVADOR VIDRIO CHEVROLET LUV 88- 92 DEL RH,14.2857,15,25,52.17%,UNI,1,0,0,N/D,14.29
N/D,TYG / TAIWAN,GENERAL,GENERAL,IZR1004AR,01-001-08-0264,ELEVADOR VIDRIO CHEVROLET LUV 93- 97 DEL RH ( TYG ),14.33,15,28,69.91%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,01-001-08-0026,01-001-08-0026,ELEVADOR VIDRIO CHEVROLET LUV D-MAX 05 13 L DEL,16.9643,15,25,47.37%,UNI,0,0,0,N/D,0
N/D,TYG / TAIWAN,GENERAL,GENERAL,TYR1053AR,01-001-17-0003,ELEVADOR VIDRIO HINO FB 82- 95 FC DEL RH ( TYG ),22.7,15,30,14.92%,UNI,1,0,0,N/D,22.7
N/D,GENERAL,GENERAL,GENERAL,8240125000,82401-25000,ELEVADOR VIDRIO MANUAL DEL HYUNDAI ACCENT VERNA 01- 05 LH,18.6,15,35,88.17%,UNI,1,0,0,N/D,18.6
N/D,GENERAL,GENERAL,GENERAL,01-001-25-0115,01-001-25-0115,ELEVADOR VIDRIO MAZDA BT-50 08 16 COURIER L DEL,24.5625,15,35,42.49%,UNI,0,0,0,N/D,0
N/D,GENUINE,GENERAL,GENERAL,UR5758590A,UR57-58-590A,ELEVADOR VIDRIO MAZDA BT-50 08- 16 / COURIER DEL RH,50,15,75,30.43%,UNI,4,0,0,N/D,200
N/D,TYG / TAIWAN,GENERAL,GENERAL,01-001-28-0047,01-001-28-0047,ELEVADOR VIDRIO NISSAN 2400 87 06 DEL LH ( TYG ),16.86,15,30,54.73%,UNI,1,0,0,N/D,16.86
N/D,TYG / TAIWAN,GENERAL,GENERAL,01-001-28-0005,01-001-28-0005,ELEVADOR VIDRIO NISSAN 2400 87 06 DEL RH ( TYG ),16.81,15,30,55.19%,UNI,1,0,0,N/D,16.81
N/D,GENERAL,GENERAL,GENERAL,69820-0K010,01-001-35-0102,ELEVADOR VIDRIO TOYOTA HILUX 06-15 LH DEL ( TYG ),16.15,15,40,115.37%,UNI,0,0,0,N/D,0
N/D,TYG / TAIWAN,GENERAL,GENERAL,TYR1005AR,01-001-35-0020,ELEVADOR VIDRIO TOYOTA HILUX 79- 83 DEL RH ( TYG ),12.78,15,25,70.1%,UNI,1,0,0,N/D,12.78
N/D,BM,GENERAL,GENERAL,TYR1006AL,ME.35,ELEVADOR VIDRIO TOYOTA STOUT 79- 97 DEL LH ( BM ),12.41,15,25,75.17%,UNI,0,0,0,N/D,0
